,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
0,INTR2020,(In)Stability on the Korean Peninsula,,Undergraduate,6.0,In Person,2018
1,ENGL6020,"16th, 17th and 18th  Century Literature",First Semester,Postgraduate,6.0,In Person,2018
2,ENGL3005,"16th, 17th and 18th Century Literature(H)",First Semester,Undergraduate,6.0,In Person,2018
3,ENGL6022,19th & 20th Century Literature,,Postgraduate,6.0,In Person,2018
4,ENGL3022,19th and 20th Century Literature,,Undergraduate,6.0,In Person,2018
5,ENGL6035,20th Century American Drama,,Postgraduate,6.0,In Person,2018
6,ENGL2115,20th Century American Drama,,Undergraduate,6.0,In Person,2018
7,ASGS1001,20th Century History,,Undergraduate,6.0,In Person,2018
8,PREP1102,20th Century History,First Semester,Undergraduate,6.0,In Person,2018
9,HIST8018,A Globalising World,,Postgraduate,6.0,Online or In Person,2018
10,MUSI2217,A History of Jazz,,Undergraduate,6.0,In Person,2018
11,MGMT7169,A Management Framework For Business Projects,Second Semester,Postgraduate,6.0,In Person,2018
12,ANCH2020,A region in antiquity: Gallipoli and western Turkey,,Undergraduate,12.0,In Person,2018
13,ANCH6505,A region in antiquity: Gallipoli and western Turkey,,Postgraduate,12.0,In Person,2018
14,ASIA2107,ACICIS International Relations Program,First Semester/Second Semester,Undergraduate,6.0,Online or In Person,2018
15,CBEA6070,ANU College of Business and Economics Internship Project (PG),First Semester/Second Semester,Postgraduate,6.0,In Person,2018
16,CBEA3070,ANU College of Business and Economics Internship Project (UG),First Semester/Second Semester,Undergraduate,6.0,In Person,2018
17,CBEA9820,ANU College of Business and Economics Research Course for Exchange  Students,,Research,6.0,In Person,2018
18,EXTN1001A,ANU Extension Astrophysics A,Autumn Session,Undergraduate,0.0,In Person,2018
19,EXTN1001B,ANU Extension Astrophysics B,Autumn Session,Undergraduate,6.0,In Person,2018
20,EXTN1002A,ANU Extension Chemistry A,Autumn Session,Undergraduate,0.0,In Person,2018
21,EXTN1002B,ANU Extension Chemistry B,Autumn Session,Undergraduate,6.0,In Person,2018
22,EXTN1004A,ANU Extension Conservation Biology A,Autumn Session,Undergraduate,0.0,In Person,2018
23,EXTN1004B,ANU Extension Conservation Biology B,Autumn Session,Undergraduate,6.0,In Person,2018
24,EXTN1012A,ANU Extension Maths A,Autumn Session,Undergraduate,0.0,In Person,2018
25,EXTN1012B,ANU Extension Maths B,Autumn Session,Undergraduate,6.0,In Person,2018
26,EXTN1011A,ANU Extension Physics A,Autumn Session,Undergraduate,0.0,In Person,2018
27,EXTN1011B,ANU Extension Physics B,Autumn Session,Undergraduate,6.0,In Person,2018
28,SCNC5922,ANU/NUS JD (Band 2 NP),First Semester/Second Semester,Undergraduate,6.0,In Person,2018
29,PHYS8011,ANU/NUS Study Program I,First Semester/Second Semester,Postgraduate,6.0,In Person,2018
30,PHYS8012,ANU/NUS Study Program II,First Semester/Second Semester,Postgraduate,6.0,In Person,2018
31,ASGS1106,ASGS1106 Support For Microeconomics 1,Second Semester,Undergraduate,6.0,In Person,2018
32,ASGS1107,ASGS1107 Support for Communication For Business,Second Semester,Undergraduate,6.0,In Person,2018
33,ARTH2098,Aboriginal and Torres Strait Islander Art,,Undergraduate,6.0,In Person,2018
34,ARTH6598,Aboriginal and Torres Strait Islander Art,,Postgraduate,6.0,In Person,2018
35,HLTH3001,Aboriginal and Torres Strait Islander Health,,Undergraduate,6.0,In Person,2018
36,HIST2022,Aboriginal and Torres Strait Islander History,First Semester,Undergraduate,6.0,In Person,2018
37,HIST6022,Aboriginal and Torres Strait Islander History,First Semester,Postgraduate,6.0,Online or In Person,2018
