,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
0,INTR2020,(In)Stability on the Korean Peninsula,First Semester,Undergraduate,6.0,In Person,2019
1,ENGL6020,"16th, 17th and 18th  Century Literature",Second Semester,Postgraduate,6.0,In Person,2019
2,ENGL3005,"16th, 17th and 18th Century Literature(H)",Second Semester,Undergraduate,6.0,In Person,2019
3,ENGL6022,19th & 20th Century Literature,First Semester,Postgraduate,6.0,In Person,2019
4,ENGL3022,19th and 20th Century Literature,First Semester,Undergraduate,6.0,In Person,2019
5,ENGL6035,20th Century American Drama,Second Semester,Postgraduate,6.0,In Person,2019
6,ENGL2115,20th Century American Drama,Second Semester,Undergraduate,6.0,In Person,2019
7,ASGS1001,20th Century History,,Undergraduate,6.0,In Person,2019
8,PREP1102,20th Century History,,Undergraduate,6.0,In Person,2019
9,MGMT7169,A Management Framework For Business Projects,Second Semester,Postgraduate,6.0,In Person,2019
10,ASIA2107,ACICIS International Relations Program,First Semester/Second Semester,Undergraduate,6.0,Online or In Person,2019
11,CBEA6070,ANU College of Business and Economics Internship Project (PG),First Semester/Second Semester,Postgraduate,6.0,In Person,2019
12,CBEA3070,ANU College of Business and Economics Internship Project (UG),First Semester/Second Semester,Undergraduate,6.0,In Person,2019
13,EXTN1001A,ANU Extension Astrophysics A,Autumn Session,Undergraduate,0.0,In Person,2019
14,EXTN1001B,ANU Extension Astrophysics B,Autumn Session,Undergraduate,6.0,In Person,2019
15,EXTN1002A,ANU Extension Chemistry A,Autumn Session,Undergraduate,0.0,In Person,2019
16,EXTN1002B,ANU Extension Chemistry B,Autumn Session,Undergraduate,6.0,In Person,2019
17,EXTN1004A,ANU Extension Conservation Biology A,Autumn Session,Undergraduate,0.0,In Person,2019
18,EXTN1004B,ANU Extension Conservation Biology B,Autumn Session,Undergraduate,6.0,In Person,2019
19,EXTN1012A,ANU Extension Maths A,Autumn Session,Undergraduate,0.0,In Person,2019
20,EXTN1012B,ANU Extension Maths B,Autumn Session,Undergraduate,6.0,In Person,2019
21,EXTN1011A,ANU Extension Physics A,Autumn Session,Undergraduate,0.0,In Person,2019
22,EXTN1011B,ANU Extension Physics B,Autumn Session,Undergraduate,6.0,In Person,2019
23,SCNC5922,ANU/NUS JD (Band 2 NP),First Semester/Second Semester,Undergraduate,6.0,In Person,2019
24,PHYS8011,ANU/NUS Study Program I,First Semester/Second Semester,Postgraduate,6.0,In Person,2019
25,PHYS8012,ANU/NUS Study Program II,First Semester/Second Semester,Postgraduate,6.0,In Person,2019
26,ASGS1106,ASGS1106 Support For Microeconomics 1,,Undergraduate,6.0,In Person,2019
27,ASGS1107,ASGS1107 Support for Communication For Business,,Undergraduate,6.0,In Person,2019
28,ARTH2098,Aboriginal and Torres Strait Islander Art,First Semester,Undergraduate,6.0,In Person,2019
29,HLTH3001,Aboriginal and Torres Strait Islander Health,,Undergraduate,6.0,In Person,2019
30,HIST6022,Aboriginal and Torres Strait Islander History,First Semester,Postgraduate,6.0,Online or In Person,2019
31,HIST2022,Aboriginal and Torres Strait Islander History,First Semester,Undergraduate,6.0,In Person,2019
32,PHYS8203,Accelerators and their application,First Semester,Postgraduate,6.0,In Person,2019
33,LAWS8334,Access to Justice in Global and Local Contexts,,Postgraduate,6.0,In Person,2019
34,PREP1103,Accounting,,Undergraduate,6.0,In Person,2019
35,BUSN3051,Accounting Analytics,First Semester/Second Semester,Undergraduate,6.0,In Person,2019
36,BUSN7051,Accounting Analytics,First Semester/Second Semester,Postgraduate,6.0,In Person,2019
37,BUSN4500,Accounting Honours Thesis,First Semester/Second Semester,Undergraduate,6.0,In Person,2019
38,INFS7004,Accounting Information Systems,First Semester/Second Semester,Postgraduate,6.0,In Person,2019
39,INFS2005,Accounting Information Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2019
40,BUSN1002,Accounting Processes and Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2019
41,BUSN3001,Accounting Theory,First Semester/Second Semester,Undergraduate,6.0,In Person,2019
42,LEGW8100,Accounts,,Postgraduate,3.0,In Person,2019
43,PREP1010,Achieve Literacy,First Semester/Second Semester,Undergraduate,9.0,In Person,2019
44,PREP1011,Achieve Numeracy,First Semester/Second Semester,Undergraduate,9.0,In Person,2019
45,PREP1016,Activate Literacy,First Semester/Second Semester,Undergraduate,9.0,In Person,2019
46,PREP1018,Activate Mathematics,First Semester/Second Semester,Undergraduate,9.0,In Person,2019
47,PREP1017,Activate Numeracy,First Semester/Second Semester,Undergraduate,9.0,In Person,2019
48,ASIA8021,Activism and Social Change in Asia and the Pacific,Second Semester,Postgraduate,6.0,In Person,2019
49,ACST8040,Actuarial Control Cycle 1,First Semester,Postgraduate,6.0,In Person,2019
50,ACST4031,Actuarial Control Cycle 1,First Semester,Undergraduate,6.0,In Person,2019
51,ACST4032,Actuarial Control Cycle 2,Second Semester,Undergraduate,6.0,In Person,2019
52,ACST8041,Actuarial Control Cycle 2,Second Semester,Postgraduate,6.0,In Person,2019
53,ACST4062,Actuarial Data Analysis,,Undergraduate,6.0,In Person,2019
54,ACST8032,Actuarial Data Analysis,,Postgraduate,6.0,In Person,2019
55,ACST4500,Actuarial Honours Thesis,First Semester/Second Semester,Undergraduate,6.0,In Person,2019
56,ACST4600,Actuarial Research Essay,First Semester/Second Semester,Undergraduate,6.0,In Person,2019
57,STAT3038,Actuarial Techniques,Second Semester,Undergraduate,6.0,In Person,2019
58,STAT6045,Actuarial Techniques,Second Semester,Postgraduate,6.0,In Person,2019
59,ENGL2067,Adaptation: From Text to Screen,Second Semester,Undergraduate,6.0,In Person,2019
60,ENGL6067,Adaptation: From Text to Screen,Second Semester,Postgraduate,6.0,In Person,2019
61,LAWS8652,Administrative Decision Making in Australian Migration Law,First Semester/Second Semester,Postgraduate,6.0,Online,2019
62,LAWS6201,Administrative Law,First Semester,Postgraduate,6.0,Online or In Person,2019
63,LAWS2201,Administrative Law,First Semester,Undergraduate,6.0,In Person,2019
64,LAWS8709,Administrative Law & Commonwealth Constitutional Law A,,Postgraduate,8.0,Online,2019
65,LAWS8710,Administrative Law & Commonwealth Constitutional Law B,,Postgraduate,8.0,Online,2019
66,LEGW8118,Administrative Law Practice,Summer Session/Winter Session,Postgraduate,3.0,Online,2019
67,LAWS4308,Administrative Law Theory and Practice: The Case of Citizenship,Second Semester,Undergraduate,6.0,In Person,2019
68,PREP1013,Advance Literacy,First Semester/Second Semester,Undergraduate,9.0,In Person,2019
69,PREP1014,Advance Numeracy,First Semester/Second Semester,Undergraduate,9.0,In Person,2019
70,LING6030,Advanced Academic English,First Semester,Postgraduate,6.0,In Person,2019
71,LING2107,Advanced Academic English,First Semester,Undergraduate,6.0,In Person,2019
72,LAWS8462,Advanced Administrative Law,Second Semester,Postgraduate,6.0,In Person,2019
73,LAWS4262,Advanced Administrative Law,Second Semester,Undergraduate,6.0,In Person,2019
74,MATH3104,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2019
75,MATH2322,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2019
76,MATH3345,Advanced Algebra 2: Field extensions and Galois Theory,First Semester,Undergraduate,6.0,In Person,2019
77,COMP4600,Advanced Algorithms,,Undergraduate,6.0,In Person,2019
78,COMP8460,Advanced Algorithms,,Postgraduate,6.0,In Person,2019
79,MATH2320,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2019
80,MATH3116,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2019
81,MATH3320,"Advanced Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Undergraduate,6.0,In Person,2019
82,PHIL3072,Advanced Analytic Philosophy,First Semester,Undergraduate,6.0,In Person,2019
