,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
0,LAWS8403,#MeToo and the Law,Winter Session,Postgraduate,6.0,Online or In Person,2021
1,INTR2020,(In)Stability on the Korean Peninsula,,Undergraduate,6.0,In Person,2021
2,ENGL6020,"16th, 17th and 18th  Century Literature",,Postgraduate,6.0,In Person,2021
3,ENGL3005,"16th, 17th and 18th Century Literature(H)",,Undergraduate,6.0,In Person,2021
4,ENGL6022,19th & 20th Century Literature,,Postgraduate,6.0,In Person,2021
5,ENGL3022,19th and 20th Century Literature,,Undergraduate,6.0,In Person,2021
6,ENGL6035,20th Century American Drama,,Postgraduate,6.0,In Person,2021
7,ENGL2115,20th Century American Drama,,Undergraduate,6.0,In Person,2021
8,MGMT7169,A Management Framework For Business Projects,Second Semester,Postgraduate,6.0,In Person,2021
9,LAWS4251,AI and Law,Second Semester,Undergraduate,6.0,Online or In Person,2021
10,CBEA6070,ANU College of Business and Economics Internship Program (PG),First Semester/Second Semester,Postgraduate,6.0,In Person,2021
11,CBEA3070,ANU College of Business and Economics Internship Program (UG),First Semester/Second Semester,Undergraduate,6.0,In Person,2021
12,EXTN1007A,ANU Extension Advanced Japanese A,Autumn Session,Undergraduate,0.0,In Person,2021
13,EXTN1007B,ANU Extension Advanced Japanese B,Autumn Session,Undergraduate,6.0,In Person,2021
14,EXTN1001A,ANU Extension Astrophysics A,Autumn Session,Undergraduate,0.0,In Person,2021
15,EXTN1001B,ANU Extension Astrophysics B,Autumn Session,Undergraduate,6.0,In Person,2021
16,EXTN1004A,ANU Extension Biodiversity A,Autumn Session,Undergraduate,0.0,In Person,2021
17,EXTN1004B,ANU Extension Biodiversity B,Autumn Session,Undergraduate,6.0,In Person,2021
18,EXTN1002A,ANU Extension Chemistry A,Autumn Session,Undergraduate,0.0,In Person,2021
19,EXTN1002B,ANU Extension Chemistry B,Autumn Session,Undergraduate,6.0,In Person,2021
20,EXTN1003A,ANU Extension Continuing Chinese A,Autumn Session,Undergraduate,0.0,In Person,2021
21,EXTN1003B,ANU Extension Continuing Chinese B,Autumn Session,Undergraduate,6.0,In Person,2021
22,EXTN1006A,ANU Extension Continuing Japanese A,Autumn Session,Undergraduate,0.0,In Person,2021
23,EXTN1006B,ANU Extension Continuing Japanese B,Autumn Session,Undergraduate,6.0,In Person,2021
24,EXTN1019A,ANU Extension Creative Computing A,Autumn Session,Undergraduate,0.0,In Person,2021
25,EXTN1019B,ANU Extension Creative Computing B,Autumn Session,Undergraduate,6.0,In Person,2021
26,EXTN1005A,ANU Extension Discovering Engineering A,Autumn Session,Undergraduate,0.0,In Person,2021
27,EXTN1005B,ANU Extension Discovering Engineering B,Autumn Session,Undergraduate,6.0,In Person,2021
28,EXTN1020A,ANU Extension Global Perspectives in Commerce A,Autumn Session,Undergraduate,0.0,In Person,2021
29,EXTN1020B,ANU Extension Global Perspectives in Commerce B,Autumn Session,Undergraduate,6.0,In Person,2021
30,EXTN1010A,ANU Extension Indonesian Politics and Culture A,,Undergraduate,0.0,In Person,2021
31,EXTN1010B,ANU Extension Indonesian Politics and Culture B,Autumn Session,Undergraduate,6.0,In Person,2021
32,EXTN1008A,ANU Extension Korean Language and Culture A,Autumn Session,Undergraduate,0.0,In Person,2021
33,EXTN1008B,ANU Extension Korean Language and Culture B,Autumn Session,Undergraduate,6.0,In Person,2021
34,EXTN1011A,ANU Extension Physics A,Autumn Session,Undergraduate,0.0,In Person,2021
35,EXTN1011B,ANU Extension Physics B,Autumn Session,Undergraduate,6.0,In Person,2021
36,EXTN1012A,ANU Extension Specialist Mathematics A,Autumn Session,Undergraduate,0.0,In Person,2021
37,EXTN1012B,ANU Extension Specialist Mathematics B,Autumn Session,Undergraduate,6.0,In Person,2021
38,BIOL3188,ANU SynBio Challenge Team Project,Second Semester,Undergraduate,6.0,In Person,2021
