,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
0,MGMT7169,A Management Framework For Business Projects,Second Semester,Postgraduate,6.0,In Person,2025
1,DIPL8020,A Sociology of Diplomacy ,Autumn Session,Postgraduate,6.0,Online or In Person,2025
2,CBEA6070,ANU College of Business and Economics Internship Program (PG),First Semester/Second Semester,Postgraduate,6.0,In Person,2025
3,CBEA3070,ANU College of Business and Economics Internship Program (UG),First Semester/Second Semester,Undergraduate,6.0,In Person,2025
4,EXTN1007A,ANU Extension Advanced Japanese A,,Undergraduate,0.0,In Person,2025
5,EXTN1007B,ANU Extension Advanced Japanese B,,Undergraduate,6.0,In Person,2025
6,EXTN1001A,ANU Extension Astrophysics A,,Undergraduate,0.0,In Person,2025
7,EXTN1001B,ANU Extension Astrophysics B,Autumn Session,Undergraduate,6.0,In Person,2025
8,EXTN1004A,ANU Extension Biodiversity A,,Undergraduate,0.0,In Person,2025
9,EXTN1004B,ANU Extension Biodiversity B,Autumn Session,Undergraduate,6.0,In Person,2025
10,EXTN1002A,ANU Extension Chemistry A,,Undergraduate,0.0,In Person,2025
11,EXTN1002B,ANU Extension Chemistry B,Autumn Session,Undergraduate,6.0,In Person,2025
12,EXTN1003A,ANU Extension Continuing Chinese A,,Undergraduate,0.0,In Person,2025
13,EXTN1003B,ANU Extension Continuing Chinese B,,Undergraduate,6.0,In Person,2025
14,EXTN1006A,ANU Extension Continuing Japanese A,,Undergraduate,0.0,In Person,2025
15,EXTN1006B,ANU Extension Continuing Japanese B,Autumn Session,Undergraduate,6.0,In Person,2025
16,EXTN1019A,ANU Extension Creative Computing A,,Undergraduate,0.0,In Person,2025
17,EXTN1019B,ANU Extension Creative Computing B,Autumn Session,Undergraduate,6.0,In Person,2025
18,EXTN1005A,ANU Extension Discovering Engineering A,,Undergraduate,0.0,In Person,2025
19,EXTN1005B,ANU Extension Discovering Engineering B,Autumn Session,Undergraduate,6.0,In Person,2025
20,EXTN1020B,ANU Extension Global Perspectives in Commerce B,Autumn Session,Undergraduate,6.0,In Person,2025
21,EXTN1010A,ANU Extension Indonesian Politics and Culture A,,Undergraduate,0.0,In Person,2025
22,EXTN1010B,ANU Extension Indonesian Politics and Culture B,,Undergraduate,6.0,In Person,2025
23,EXTN1008A,ANU Extension Korean Language and Culture A,,Undergraduate,0.0,In Person,2025
24,EXTN1008B,ANU Extension Korean Language and Culture B,,Undergraduate,6.0,In Person,2025
25,EXTN1011A,ANU Extension Physics A,,Undergraduate,0.0,In Person,2025
26,EXTN1011B,ANU Extension Physics B,Autumn Session,Undergraduate,6.0,In Person,2025
27,EXTN1012A,ANU Extension Specialist Mathematics A,,Undergraduate,0.0,In Person,2025
28,EXTN1012B,ANU Extension Specialist Mathematics B,Autumn Session,Undergraduate,6.0,In Person,2025
29,BIOL3188,ANU SynBio Challenge Team Project,Second Semester,Undergraduate,6.0,In Person,2025
30,BIOL6188,ANU SynBio Challenge Team Project,Second Semester,Postgraduate,6.0,In Person,2025
31,SCNC5922,ANU/NUS JD (Band 2 NP),First Semester/Second Semester,Undergraduate,6.0,In Person,2025
32,HLTH3001,Aboriginal and Torres Strait Islander Health,First Semester,Undergraduate,6.0,In Person,2025
33,HIST2022,Aboriginal and Torres Strait Islander History,First Semester,Undergraduate,6.0,In Person,2025
34,PHYS8203,Accelerators and their Application,First Semester,Postgraduate,6.0,In Person,2025
35,BUSN6051,Accounting Analytics,,Postgraduate,6.0,In Person,2025
36,BUSN7051,Accounting Analytics,,Postgraduate,6.0,In Person,2025
37,BUSN4500,Accounting Honours Thesis,First Semester/Second Semester,Undergraduate,6.0,In Person,2025
38,INFS2005,Accounting Information Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2025
39,INFS7004,Accounting Information Systems,First Semester/Second Semester,Postgraduate,6.0,In Person,2025
40,BUSN1002,Accounting Processes and Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2025
41,BUSN3001,Accounting Theory,First Semester/Second Semester,Undergraduate,6.0,In Person,2025
42,BUSN8068,Accounting for Sustainability,First Semester/Second Semester,Postgraduate,6.0,In Person,2025
43,ASIA8021,Activism and Social Change in Asia and the Pacific,Second Semester,Postgraduate,6.0,In Person,2025
44,ACST4031,Actuarial Control Cycle 1,First Semester,Undergraduate,6.0,In Person,2025
